CFOP;Descri????o Resumida do CFOP;Aplica????o
6655;6.655 - Venda de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, destinados ?? comercializa????o;"Venda de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, destinados ?? comercializa????o, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no c??digo 5.922 ??? ""Lan??amento efetuado a t??tulo de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
6656;6.656 - Venda de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, destinados a consumidor ou usu??rio final;"Venda de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, destinados a consumo em processo de industrializa????o de outro produto, ?? presta????o de servi??o ou a usu??rio final, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no c??digo 5.922 ??? ""Lan??amento efetuado a t??tulo de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
6657;6.657 - Remessa de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, p/ venda fora do estabelecimento;Remessa de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, para ser vendidos fora do estabelecimento, inclusive por meio de ve??culos. (a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)
6658;6.658 - Transfer??ncia de combust??vel ou lubrificante de produ????o do estabelecimento;Transfer??ncia de combust??vel ou lubrificante, industrializados no estabelecimento, para outro estabelecimento da mesma empresa. (a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)
6659;6.659 - Transfer??ncia de combust??vel ou lubrificante adquiridos ou recebidos de terceiros;Transfer??ncia de combust??vel ou lubrificante, adquiridos ou recebidos de terceiros, para outro estabelecimento da mesma empresa. (a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)
6660;6.660 - Devolu????o de compra de combust??vel ou lubrificante adquiridos p/ industrializa????o subseq??ente;"Devolu????o de compra de combust??vel ou lubrificante, adquiridos para industrializa????o do pr??prio produto, cuja entrada tenha sido classificada como ""Compra de combust??vel ou lubrificante para industrializa????o subseq??ente"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
6661;6.661 - Devolu????o de compra de combust??vel ou lubrificante adquiridos p/ comercializa????o;"Devolu????o de compra de combust??vel ou lubrificante, adquiridos para comercializa????o, cuja entrada tenha sido classificada como ""Compra de combust??vel ou lubrificante para comercializa????o"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
6662;6.662 - Devolu????o de compra de combust??vel ou lubrificante adquiridos por consumidor ou usu??rio final;"Devolu????o de compra de combust??vel ou lubrificante, adquiridos para consumo em processo de industrializa????o de outro produto, na presta????o de servi??o ou por usu??rio final, cuja entrada tenha sido classificada como ""Compra de combust??vel ou lubrificante por consumidor ou usu??rio final"".(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)"
6663;6.663 - Remessa p/ armazenagem de combust??vel ou lubrificante;Remessa para armazenagem de combust??vel ou lubrificante. (a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)
6664;6.664 - Retorno de combust??vel ou lubrificante recebidos p/ armazenagem;Remessa, em devolu????o, de combust??vel ou lubrificante, recebidos para armazenagem.(a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)
6665;6.665 - Retorno simb??lico de combust??vel ou lubrificante recebidos p/ armazenagem;Retorno simb??lico de combust??vel ou lubrificante, recebidos para armazenagem, quando a mercadoria armazenada tenha sido objeto de sa??da, a qualquer t??tulo, e n??o deva retornar ao estabelecimento depositante. (a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)
6666;6.666 - Remessa, por conta e ordem de terceiros, de combust??vel ou lubrificante recebidos p/ armazenagem;Sa??da, por conta e ordem de terceiros, de combust??vel ou lubrificante, recebidos anteriormente para armazenagem. (a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)
6667;6.667 - Venda de combust??vel ou lubrificante a consumidor ou usu??rio final estabelecido em outra UF diferente da que ocorrer o consumo;Venda de combust??vel ou lubrificante a consumidor ou a usu??rio final, cujo abastecimento tenha sido efetuado em Unidade da Federa????o diferente do remetente e do destinat??rio. ACR Ajuste SINIEF 05/2009 ??? a partir de 01.07.2009)(Decreto n?? 34.490/2009)
6901;6.901 - Remessa p/ industrializa????o por encomenda;Classificam-se neste c??digo as remessas de insumos remetidos para industrializa????o por encomenda, a ser realizada em outra empresa ou em outro estabelecimento da mesma empresa.
6902;6.902 - Retorno de mercadoria utilizada na industrializa????o por encomenda;Classificam-se neste c??digo as remessas, pelo estabelecimento industrializador, dos insumos recebidos para industrializa????o e incorporados ao produto final, por encomenda de outra empresa ou de outro estabelecimento da mesma empresa. O valor dos insumos nesta opera????o dever?? ser igual ao valor dos insumos recebidos para industrializa????o.
6903;6.903 - Retorno de mercadoria recebida p/ industrializa????o e n??o aplicada no referido processo;Classificam-se neste c??digo as remessas em devolu????o de insumos recebidos para industrializa????o e n??o aplicados no referido processo.
6904;6.904 - Remessa p/ venda fora do estabelecimento;Classificam-se neste c??digo as remessas de mercadorias para venda fora do estabelecimento, inclusive por meio de ve??culos.
6905;6.905 - Remessa p/ dep??sito fechado ou armaz??m geral;Classificam-se neste c??digo as remessas de mercadorias para dep??sito em dep??sito fechado ou armaz??m geral.
6906;6.906 - Retorno de mercadoria depositada em dep??sito fechado ou armaz??m geral;Classificam-se neste c??digo os retornos de mercadorias depositadas em dep??sito fechado ou armaz??m geral ao estabelecimento depositante.
6907;6.907 - Retorno simb??lico de mercadoria depositada em dep??sito fechado ou armaz??m geral;Classificam-se neste c??digo os retornos simb??licos de mercadorias recebidas para dep??sito em dep??sito fechado ou armaz??m geral, quando as mercadorias depositadas tenham sido objeto de sa??da a qualquer t??tulo e que n??o devam retornar ao estabelecimento depositante.
6908;6.908 - Remessa de bem por conta de contrato de comodato ou loca????o;"Classificam-se neste c??digo as remessas de bens para o cumprimento de contrato de comodato ou loca????o."
6909;6.909 - Retorno de bem recebido por conta de contrato de comodato ou loca????o;Classificam-se neste c??digo as remessas de bens em devolu????o ap??s cumprido o contrato de comodato ou loca????o.
6910;6.910 - Remessa em bonifica????o, doa????o ou brinde;Classificam-se neste c??digo as remessas de mercadorias a t??tulo de bonifica????o, doa????o ou brinde.
6911;6.911 - Remessa de amostra gr??tis;Classificam-se neste c??digo as remessas de mercadorias a t??tulo de amostra gr??tis.
6912;6.912 - Remessa de mercadoria ou bem p/ demonstra????o;Classificam-se neste c??digo as remessas de mercadorias ou bens para demonstra????o.
6913;6.913 - Retorno de mercadoria ou bem recebido p/ demonstra????o;Classificam-se neste c??digo as remessas em devolu????o de mercadorias ou bens recebidos para demonstra????o.
6914;6.914 - Remessa de mercadoria ou bem p/ exposi????o ou feira;Classificam-se neste c??digo as remessas de mercadorias ou bens para exposi????o ou feira.
6915;6.915 - Remessa de mercadoria ou bem p/ conserto ou reparo;Classificam-se neste c??digo as remessas de mercadorias ou bens para conserto ou reparo.
6916;6.916 - Retorno de mercadoria ou bem recebido p/ conserto ou reparo;Classificam-se neste c??digo as remessas em devolu????o de mercadorias ou bens recebidos para conserto ou reparo.
6917;6.917 - Remessa de mercadoria em consigna????o mercantil ou industrial;Classificam-se neste c??digo as remessas de mercadorias a t??tulo de consigna????o mercantil ou industrial.
6918;6.918 - Devolu????o de mercadoria recebida em consigna????o mercantil ou industrial;Classificam-se neste c??digo as devolu????es de mercadorias recebidas anteriormente a t??tulo de consigna????o mercantil ou industrial.
6919;6.919 - Devolu????o simb??lica de mercadoria vendida ou utilizada em processo industrial, recebida anteriormente em consigna????o mercantil ou industrial;Classificam-se neste c??digo as devolu????es simb??licas de mercadorias vendidas ou utilizadas em processo industrial, que tenham sido recebidas anteriormente a t??tulo de consigna????o mercantil ou industrial.
6920;6.920 - Remessa de vasilhame ou sacaria;Classificam-se neste c??digo as remessas de vasilhame ou sacaria.
6921;6.921 - Devolu????o de vasilhame ou sacaria;Classificam-se neste c??digo as sa??das por devolu????o de vasilhame ou sacaria.
6922;6.922 - Lan??amento efetuado a t??tulo de simples faturamento decorrente de venda p/ entrega futura;Classificam-se neste c??digo os registros efetuados a t??tulo de simples faturamento decorrente de venda para entrega futura.
6923;6.923 - Remessa de mercadoria por conta e ordem de terceiros, em venda ?? ordem ou em opera????es com armaz??m geral ou dep??sito fechado;"Classificam-se neste c??digo as sa??das correspondentes ?? entrega de mercadorias por conta e ordem de terceiros, em vendas ?? ordem, cuja venda ao adquirente origin??rio foi classificada nos c??digos ???6.118 - Venda de produ????o do estabelecimento entregue ao destinat??rio por conta e ordem do adquirente origin??rio, em venda ?? ordem??? ou ???6.119 - Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinat??rio por conta e ordem do adquirente origin??rio, em venda ?? ordem???.Tamb??m ser??o classificadas neste c??digo as remessas, por conta e ordem de terceiros, de mercadorias depositadas ou para dep??sito em dep??sito fechado ou armaz??m geral.Vejamais[p6](NR AJUSTE SINIEF 14, DE 11 DE DEZEMBRO DE 2009) efeitos a partir de 1?? de julho de 2010??? DECRETO 36.465/2011."
6924;6.924 - Remessa p/ industrializa????o por conta e ordem do adquirente da mercadoria, quando esta n??o transitar pelo estabelecimento do adquirente;Classificam-se neste c??digo as sa??das de insumos com destino a estabelecimento industrializador, para serem industrializados por conta e ordem do adquirente, nas hip??teses em que os insumos n??o tenham transitado pelo estabelecimento do adquirente dos mesmos.
6925;6.925 - Retorno de mercadoria recebida p/ industrializa????o por conta e ordem do adquirente da mercadoria, quando aquela n??o transitar pelo estabelecimento do adquirente;Classificam-se neste c??digo as remessas, pelo estabelecimento industrializador, dos insumos recebidos, por conta e ordem do adquirente, para industrializa????o e incorporados ao produto final, nas hip??teses em que os insumos n??o tenham transitado pelo estabelecimento do adquirente. O valor dos insumos nesta opera????o dever?? ser igual ao valor dos insumos recebidos para industrializa????o.
6929;6.929 - Lan??amento efetuado em decorr??ncia de emiss??o de documento fiscal relativo a opera????o ou presta????o tamb??m registrada em equipamento Emissor de Cupom Fiscal - ECF;Classificam-se neste c??digo os registros relativos aos documentos fiscais emitidos em opera????es ou presta????es que tamb??m tenham sido registradas em equipamento Emissor de Cupom Fiscal - ECF.
6931;6.931 - Lan??amento efetuado em decorr??ncia da responsabilidade de reten????o do imposto por substitui????o tribut??ria, atribu??da ao remetente ou alienante da mercadoria, pelo servi??o de transporte realizado por transportador aut??nomo ou por transportador n??o inscrito na UF onde iniciado o servi??o;Classificam-se neste c??digo exclusivamente os lan??amentos efetuados pelo remetente ou alienante da mercadoria quando lhe for atribu??da a responsabilidade pelo recolhimento do imposto devido pelo servi??o de transporte realizado por transportador aut??nomo ou por transportador n??o inscrito na unidade da Federa????o onde iniciado o servi??o.
6932;6.932 - Presta????o de servi??o de transporte iniciada em UF diversa daquela onde inscrito o prestador;Classificam-se neste c??digo as presta????es de servi??o de transporte que tenham sido iniciadas em unidade da Federa????o diversa daquela onde o prestador est?? inscrito como contribuinte.
6933;6.933 - Presta????o de servi??o tributado pelo Imposto Sobre Servi??os de Qualquer Natureza;Presta????o de servi??o, cujo imposto ?? de compet??ncia municipal, desde que informado em nota fiscal modelo 1 ou 1-A. (ACR Ajuste SINIEF 03/2004 e Ajuste SINIEF 06/2005) (DECRETO N?? 26.868/2006)
